latitude,longitude,acq_date,acq_time,satellite,instrument,confidence,frp,daynight,datetime,timezone,localtime,time_diff,diff_class,rlocaltime,index_right,CUT,reg_order,reg,prov,com,nom_minrel,nom_order
-36.436,-71.39,2026-02-25,1358,G19FRP,GOES,84.0,"61,60",D,2026-02-25 13:58,America/Santiago,2026-02-25 10:58,"47,35",48,2026-02-25 11:00,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.435,-71.414,2026-02-25,1358,G19FRP,GOES,79.0,"90,90",D,2026-02-25 13:58,America/Santiago,2026-02-25 10:58,"47,35",48,2026-02-25 11:00,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.445576,-71.404816,2026-02-25,1400,G19,GOES,30.0,"159,99",D,2026-02-25 14:00,America/Santiago,2026-02-25 11:00,"47,32",48,2026-02-25 11:00,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.436,-71.39,2026-02-25,1408,G19FRP,GOES,91.0,"103,80",D,2026-02-25 14:08,America/Santiago,2026-02-25 11:08,"47,19",48,2026-02-25 11:10,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.435,-71.414,2026-02-25,1408,G19FRP,GOES,97.0,"199,10",D,2026-02-25 14:08,America/Santiago,2026-02-25 11:08,"47,19",48,2026-02-25 11:10,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.445774,-71.381485,2026-02-25,1410,G19,GOES,30.0,"91,54",D,2026-02-25 14:10,America/Santiago,2026-02-25 11:10,"47,15",48,2026-02-25 11:10,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.436,-71.39,2026-02-25,1418,G19FRP,GOES,92.0,"117,30",D,2026-02-25 14:18,America/Santiago,2026-02-25 11:18,"47,02",48,2026-02-25 11:20,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.435,-71.414,2026-02-25,1418,G19FRP,GOES,98.0,"220,20",D,2026-02-25 14:18,America/Santiago,2026-02-25 11:18,"47,02",48,2026-02-25 11:20,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.436,-71.39,2026-02-25,1428,G19FRP,GOES,90.0,"100,70",D,2026-02-25 14:28,America/Santiago,2026-02-25 11:28,"46,85",48,2026-02-25 11:30,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.435,-71.414,2026-02-25,1428,G19FRP,GOES,89.0,"162,70",D,2026-02-25 14:28,America/Santiago,2026-02-25 11:28,"46,85",48,2026-02-25 11:30,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.445774,-71.381485,2026-02-25,1430,G19,GOES,30.0,"71,74",D,2026-02-25 14:30,America/Santiago,2026-02-25 11:30,"46,82",48,2026-02-25 11:30,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.445576,-71.404816,2026-02-25,1430,G19,GOES,30.0,"92,65",D,2026-02-25 14:30,America/Santiago,2026-02-25 11:30,"46,82",48,2026-02-25 11:30,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.41,-71.368,2026-02-25,1438,G19FRP,GOES,51.0,"28,00",D,2026-02-25 14:38,America/Santiago,2026-02-25 11:38,"46,69",48,2026-02-25 11:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.435,-71.414,2026-02-25,1438,G19FRP,GOES,74.0,"109,20",D,2026-02-25 14:38,America/Santiago,2026-02-25 11:38,"46,69",48,2026-02-25 11:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.436,-71.39,2026-02-25,1438,G19FRP,GOES,90.0,"91,00",D,2026-02-25 14:38,America/Santiago,2026-02-25 11:38,"46,69",48,2026-02-25 11:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.445576,-71.404816,2026-02-25,1440,G19,GOES,30.0,"98,92",D,2026-02-25 14:40,America/Santiago,2026-02-25 11:40,"46,65",48,2026-02-25 11:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.436,-71.39,2026-02-25,1448,G19FRP,GOES,89.0,"85,60",D,2026-02-25 14:48,America/Santiago,2026-02-25 11:48,"46,52",48,2026-02-25 11:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.435,-71.414,2026-02-25,1448,G19FRP,GOES,77.0,"121,10",D,2026-02-25 14:48,America/Santiago,2026-02-25 11:48,"46,52",48,2026-02-25 11:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.445576,-71.404816,2026-02-25,1450,G19,GOES,30.0,"69,13",D,2026-02-25 14:50,America/Santiago,2026-02-25 11:50,"46,49",48,2026-02-25 11:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.436,-71.39,2026-02-25,1458,G19FRP,GOES,85.0,"73,70",D,2026-02-25 14:58,America/Santiago,2026-02-25 11:58,"46,35",48,2026-02-25 12:00,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.436,-71.39,2026-02-25,1508,G19FRP,GOES,84.0,"70,30",D,2026-02-25 15:08,America/Santiago,2026-02-25 12:08,"46,19",48,2026-02-25 12:10,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.420326,-71.382851,2026-02-25,1520,G19,GOES,30.0,"74,20",D,2026-02-25 15:20,America/Santiago,2026-02-25 12:20,"45,99",48,2026-02-25 12:20,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-39.813,-73.231,2026-02-25,1528,G19FRP,GOES,71.0,"36,80",D,2026-02-25 15:28,America/Santiago,2026-02-25 12:28,"45,85",48,2026-02-25 12:30,253.0,14101.0,13.0,Los Ríos,Valdivia,Valdivia,RIOS,14 Los Ríos
-36.41,-71.392,2026-02-25,1528,G19FRP,GOES,73.0,"84,40",D,2026-02-25 15:28,America/Santiago,2026-02-25 12:28,"45,85",48,2026-02-25 12:30,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.420326,-71.382851,2026-02-25,1530,G19,GOES,30.0,"77,98",D,2026-02-25 15:30,America/Santiago,2026-02-25 12:30,"45,82",48,2026-02-25 12:30,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.41,-71.392,2026-02-25,1538,G19FRP,GOES,75.0,"87,60",D,2026-02-25 15:38,America/Santiago,2026-02-25 12:38,"45,69",48,2026-02-25 12:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.067608,-71.239304,2026-02-25,1540,G19,GOES,10.0,"39,21",D,2026-02-25 15:40,America/Santiago,2026-02-25 12:40,"45,65",48,2026-02-25 12:40,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-36.420326,-71.382851,2026-02-25,1550,G19,GOES,30.0,"65,34",D,2026-02-25 15:50,America/Santiago,2026-02-25 12:50,"45,49",48,2026-02-25 12:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.067608,-71.239304,2026-02-25,1550,G19,GOES,30.0,"49,45",D,2026-02-25 15:50,America/Santiago,2026-02-25 12:50,"45,49",48,2026-02-25 12:50,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-36.420444,-71.359543,2026-02-25,1550,G19,GOES,30.0,"61,47",D,2026-02-25 15:50,America/Santiago,2026-02-25 12:50,"45,49",48,2026-02-25 12:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-39.813,-73.231,2026-02-25,1558,G19FRP,GOES,71.0,"41,40",D,2026-02-25 15:58,America/Santiago,2026-02-25 12:58,"45,35",48,2026-02-25 13:00,253.0,14101.0,13.0,Los Ríos,Valdivia,Valdivia,RIOS,14 Los Ríos
-36.41,-71.392,2026-02-25,1558,G19FRP,GOES,61.0,"73,50",D,2026-02-25 15:58,America/Santiago,2026-02-25 12:58,"45,35",48,2026-02-25 13:00,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.057,-71.248,2026-02-25,1558,G19FRP,GOES,77.0,"58,40",D,2026-02-25 15:58,America/Santiago,2026-02-25 12:58,"45,35",48,2026-02-25 13:00,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-36.420326,-71.382851,2026-02-25,1600,G19,GOES,30.0,"64,47",D,2026-02-25 16:00,America/Santiago,2026-02-25 13:00,"45,32",48,2026-02-25 13:00,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.067608,-71.239304,2026-02-25,1600,G19,GOES,30.0,"40,12",D,2026-02-25 16:00,America/Santiago,2026-02-25 13:00,"45,32",48,2026-02-25 13:00,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-39.813,-73.231,2026-02-25,1608,G19FRP,GOES,73.0,"42,60",D,2026-02-25 16:08,America/Santiago,2026-02-25 13:08,"45,19",48,2026-02-25 13:10,253.0,14101.0,13.0,Los Ríos,Valdivia,Valdivia,RIOS,14 Los Ríos
-36.420326,-71.382851,2026-02-25,1610,G19,GOES,30.0,"71,64",D,2026-02-25 16:10,America/Santiago,2026-02-25 13:10,"45,15",48,2026-02-25 13:10,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.435,-71.414,2026-02-25,1618,G19FRP,GOES,51.0,"66,50",D,2026-02-25 16:18,America/Santiago,2026-02-25 13:18,"45,02",48,2026-02-25 13:20,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-39.813,-73.231,2026-02-25,1618,G19FRP,GOES,69.0,"43,00",D,2026-02-25 16:18,America/Santiago,2026-02-25 13:18,"45,02",48,2026-02-25 13:20,253.0,14101.0,13.0,Los Ríos,Valdivia,Valdivia,RIOS,14 Los Ríos
-36.067318,-71.26252,2026-02-25,1620,G19,GOES,30.0,"44,14",D,2026-02-25 16:20,America/Santiago,2026-02-25 13:20,"44,99",48,2026-02-25 13:20,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-39.813,-73.231,2026-02-25,1628,G19FRP,GOES,75.0,"44,70",D,2026-02-25 16:28,America/Santiago,2026-02-25 13:28,"44,85",48,2026-02-25 13:30,253.0,14101.0,13.0,Los Ríos,Valdivia,Valdivia,RIOS,14 Los Ríos
-36.420326,-71.382851,2026-02-25,1640,G19,GOES,30.0,"79,48",D,2026-02-25 16:40,America/Santiago,2026-02-25 13:40,"44,65",48,2026-02-25 13:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.067318,-71.26252,2026-02-25,1640,G19,GOES,30.0,"84,77",D,2026-02-25 16:40,America/Santiago,2026-02-25 13:40,"44,65",48,2026-02-25 13:40,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-36.41,-71.392,2026-02-25,1648,G19FRP,GOES,55.0,"90,10",D,2026-02-25 16:48,America/Santiago,2026-02-25 13:48,"44,52",48,2026-02-25 13:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.057,-71.271,2026-02-25,1648,G19FRP,GOES,86.0,"104,00",D,2026-02-25 16:48,America/Santiago,2026-02-25 13:48,"44,52",48,2026-02-25 13:50,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-36.420326,-71.382851,2026-02-25,1650,G19,GOES,30.0,"109,81",D,2026-02-25 16:50,America/Santiago,2026-02-25 13:50,"44,49",48,2026-02-25 13:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.067318,-71.26252,2026-02-25,1650,G19,GOES,30.0,"137,68",D,2026-02-25 16:50,America/Santiago,2026-02-25 13:50,"44,49",48,2026-02-25 13:50,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-35.140602,-71.723907,2026-02-25,1650,G19,GOES,30.0,"31,26",D,2026-02-25 16:50,America/Santiago,2026-02-25 13:50,"44,49",48,2026-02-25 13:50,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.131,-71.732,2026-02-25,1658,G19FRP,GOES,91.0,"42,50",D,2026-02-25 16:58,America/Santiago,2026-02-25 13:58,"44,35",48,2026-02-25 14:00,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.131,-71.71,2026-02-25,1658,G19FRP,GOES,93.0,"59,90",D,2026-02-25 16:58,America/Santiago,2026-02-25 13:58,"44,35",48,2026-02-25 14:00,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-36.057,-71.271,2026-02-25,1658,G19FRP,GOES,98.0,"175,70",D,2026-02-25 16:58,America/Santiago,2026-02-25 13:58,"44,35",48,2026-02-25 14:00,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-36.41,-71.368,2026-02-25,1658,G19FRP,GOES,53.0,"48,70",D,2026-02-25 16:58,America/Santiago,2026-02-25 13:58,"44,35",48,2026-02-25 14:00,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.41,-71.392,2026-02-25,1658,G19FRP,GOES,68.0,"129,90",D,2026-02-25 16:58,America/Santiago,2026-02-25 13:58,"44,35",48,2026-02-25 14:00,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.436,-71.39,2026-02-25,1658,G19FRP,GOES,82.0,"80,10",D,2026-02-25 16:58,America/Santiago,2026-02-25 13:58,"44,35",48,2026-02-25 14:00,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.445576,-71.404816,2026-02-25,1700,G19,GOES,30.0,"65,09",D,2026-02-25 17:00,America/Santiago,2026-02-25 14:00,"44,32",48,2026-02-25 14:00,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.067318,-71.26252,2026-02-25,1700,G19,GOES,30.0,"92,95",D,2026-02-25 17:00,America/Santiago,2026-02-25 14:00,"44,32",48,2026-02-25 14:00,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-35.140602,-71.723907,2026-02-25,1700,G19,GOES,30.0,"43,73",D,2026-02-25 17:00,America/Santiago,2026-02-25 14:00,"44,32",48,2026-02-25 14:00,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-36.41,-71.392,2026-02-25,1708,G19FRP,GOES,71.0,"179,60",D,2026-02-25 17:08,America/Santiago,2026-02-25 14:08,"44,19",48,2026-02-25 14:10,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.41,-71.368,2026-02-25,1708,G19FRP,GOES,53.0,"59,50",D,2026-02-25 17:08,America/Santiago,2026-02-25 14:08,"44,19",48,2026-02-25 14:10,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.057,-71.271,2026-02-25,1708,G19FRP,GOES,90.0,"119,00",D,2026-02-25 17:08,America/Santiago,2026-02-25 14:08,"44,19",48,2026-02-25 14:10,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-35.131,-71.732,2026-02-25,1708,G19FRP,GOES,90.0,"58,90",D,2026-02-25 17:08,America/Santiago,2026-02-25 14:08,"44,19",48,2026-02-25 14:10,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.131,-71.71,2026-02-25,1708,G19FRP,GOES,97.0,"124,10",D,2026-02-25 17:08,America/Santiago,2026-02-25 14:08,"44,19",48,2026-02-25 14:10,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.140625,-71.701042,2026-02-25,1710,G19,GOES,30.0,"160,71",D,2026-02-25 17:10,America/Santiago,2026-02-25 14:10,"44,15",48,2026-02-25 14:10,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.140602,-71.723907,2026-02-25,1710,G19,GOES,30.0,"99,49",D,2026-02-25 17:10,America/Santiago,2026-02-25 14:10,"44,15",48,2026-02-25 14:10,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-36.420444,-71.359543,2026-02-25,1710,G19,GOES,30.0,"82,53",D,2026-02-25 17:10,America/Santiago,2026-02-25 14:10,"44,15",48,2026-02-25 14:10,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.067318,-71.26252,2026-02-25,1710,G19,GOES,30.0,"92,81",D,2026-02-25 17:10,America/Santiago,2026-02-25 14:10,"44,15",48,2026-02-25 14:10,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-36.436,-71.39,2026-02-25,1718,G19FRP,GOES,79.0,"98,90",D,2026-02-25 17:18,America/Santiago,2026-02-25 14:18,"44,02",48,2026-02-25 14:20,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.41,-71.392,2026-02-25,1718,G19FRP,GOES,72.0,"193,20",D,2026-02-25 17:18,America/Santiago,2026-02-25 14:18,"44,02",48,2026-02-25 14:20,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.057,-71.271,2026-02-25,1718,G19FRP,GOES,91.0,"118,20",D,2026-02-25 17:18,America/Santiago,2026-02-25 14:18,"44,02",48,2026-02-25 14:20,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-35.131,-71.732,2026-02-25,1718,G19FRP,GOES,97.0,"130,90",D,2026-02-25 17:18,America/Santiago,2026-02-25 14:18,"44,02",48,2026-02-25 14:20,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.131,-71.71,2026-02-25,1718,G19FRP,GOES,100.0,"209,50",D,2026-02-25 17:18,America/Santiago,2026-02-25 14:18,"44,02",48,2026-02-25 14:20,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.115768,-71.725067,2026-02-25,1720,G19,GOES,30.0,"53,62",D,2026-02-25 17:20,America/Santiago,2026-02-25 14:20,"43,99",48,2026-02-25 14:20,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.115791,-71.702217,2026-02-25,1720,G19,GOES,30.0,"71,46",D,2026-02-25 17:20,America/Santiago,2026-02-25 14:20,"43,99",48,2026-02-25 14:20,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.140602,-71.723907,2026-02-25,1720,G19,GOES,30.0,"111,06",D,2026-02-25 17:20,America/Santiago,2026-02-25 14:20,"43,99",48,2026-02-25 14:20,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-36.420444,-71.359543,2026-02-25,1720,G19,GOES,30.0,"71,67",D,2026-02-25 17:20,America/Santiago,2026-02-25 14:20,"43,99",48,2026-02-25 14:20,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.067318,-71.26252,2026-02-25,1720,G19,GOES,30.0,"90,38",D,2026-02-25 17:20,America/Santiago,2026-02-25 14:20,"43,99",48,2026-02-25 14:20,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-36.445576,-71.404816,2026-02-25,1720,G19,GOES,30.0,"68,78",D,2026-02-25 17:20,America/Santiago,2026-02-25 14:20,"43,99",48,2026-02-25 14:20,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-35.140625,-71.701042,2026-02-25,1720,G19,GOES,30.0,"187,86",D,2026-02-25 17:20,America/Santiago,2026-02-25 14:20,"43,99",48,2026-02-25 14:20,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.131,-71.71,2026-02-25,1728,G19FRP,GOES,100.0,"245,00",D,2026-02-25 17:28,America/Santiago,2026-02-25 14:28,"43,85",48,2026-02-25 14:30,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.131,-71.732,2026-02-25,1728,G19FRP,GOES,98.0,"146,10",D,2026-02-25 17:28,America/Santiago,2026-02-25 14:28,"43,85",48,2026-02-25 14:30,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-36.41,-71.392,2026-02-25,1728,G19FRP,GOES,72.0,"238,50",D,2026-02-25 17:28,America/Santiago,2026-02-25 14:28,"43,85",48,2026-02-25 14:30,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.057,-71.271,2026-02-25,1728,G19FRP,GOES,87.0,"112,40",D,2026-02-25 17:28,America/Santiago,2026-02-25 14:28,"43,85",48,2026-02-25 14:30,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-36.420444,-71.359543,2026-02-25,1730,G19,GOES,30.0,"66,16",D,2026-02-25 17:30,America/Santiago,2026-02-25 14:30,"43,82",48,2026-02-25 14:30,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.42017,-71.406174,2026-02-25,1730,G19,GOES,30.0,"121,69",D,2026-02-25 17:30,America/Santiago,2026-02-25 14:30,"43,82",48,2026-02-25 14:30,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.067318,-71.26252,2026-02-25,1730,G19,GOES,30.0,"76,44",D,2026-02-25 17:30,America/Santiago,2026-02-25 14:30,"43,82",48,2026-02-25 14:30,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-35.140625,-71.701042,2026-02-25,1730,G19,GOES,30.0,"269,30",D,2026-02-25 17:30,America/Santiago,2026-02-25 14:30,"43,82",48,2026-02-25 14:30,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.140602,-71.723907,2026-02-25,1730,G19,GOES,30.0,"124,87",D,2026-02-25 17:30,America/Santiago,2026-02-25 14:30,"43,82",48,2026-02-25 14:30,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.115791,-71.702217,2026-02-25,1730,G19,GOES,30.0,"36,51",D,2026-02-25 17:30,America/Santiago,2026-02-25 14:30,"43,82",48,2026-02-25 14:30,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.131,-71.71,2026-02-25,1738,G19FRP,GOES,100.0,"351,80",D,2026-02-25 17:38,America/Santiago,2026-02-25 14:38,"43,69",48,2026-02-25 14:40,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.106,-71.711,2026-02-25,1738,G19FRP,GOES,92.0,"48,00",D,2026-02-25 17:38,America/Santiago,2026-02-25 14:38,"43,69",48,2026-02-25 14:40,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.155,-71.708,2026-02-25,1738,G19FRP,GOES,85.0,"100,30",D,2026-02-25 17:38,America/Santiago,2026-02-25 14:38,"43,69",48,2026-02-25 14:40,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.131,-71.732,2026-02-25,1738,G19FRP,GOES,99.0,"165,70",D,2026-02-25 17:38,America/Santiago,2026-02-25 14:38,"43,69",48,2026-02-25 14:40,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-36.41,-71.368,2026-02-25,1738,G19FRP,GOES,56.0,"85,70",D,2026-02-25 17:38,America/Santiago,2026-02-25 14:38,"43,69",48,2026-02-25 14:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.41,-71.392,2026-02-25,1738,G19FRP,GOES,54.0,"194,20",D,2026-02-25 17:38,America/Santiago,2026-02-25 14:38,"43,69",48,2026-02-25 14:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.057,-71.271,2026-02-25,1738,G19FRP,GOES,80.0,"94,40",D,2026-02-25 17:38,America/Santiago,2026-02-25 14:38,"43,69",48,2026-02-25 14:40,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-36.420444,-71.359543,2026-02-25,1740,G19,GOES,30.0,"86,86",D,2026-02-25 17:40,America/Santiago,2026-02-25 14:40,"43,65",48,2026-02-25 14:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.420326,-71.382851,2026-02-25,1740,G19,GOES,30.0,"156,19",D,2026-02-25 17:40,America/Santiago,2026-02-25 14:40,"43,65",48,2026-02-25 14:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.42017,-71.406174,2026-02-25,1740,G19,GOES,30.0,"127,21",D,2026-02-25 17:40,America/Santiago,2026-02-25 14:40,"43,65",48,2026-02-25 14:40,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.067318,-71.26252,2026-02-25,1740,G19,GOES,30.0,"73,81",D,2026-02-25 17:40,America/Santiago,2026-02-25 14:40,"43,65",48,2026-02-25 14:40,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-35.140625,-71.701042,2026-02-25,1740,G19,GOES,30.0,"166,92",D,2026-02-25 17:40,America/Santiago,2026-02-25 14:40,"43,65",48,2026-02-25 14:40,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.140602,-71.723907,2026-02-25,1740,G19,GOES,30.0,"104,39",D,2026-02-25 17:40,America/Santiago,2026-02-25 14:40,"43,65",48,2026-02-25 14:40,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.131,-71.732,2026-02-25,1748,G19FRP,GOES,98.0,"138,00",D,2026-02-25 17:48,America/Santiago,2026-02-25 14:48,"43,52",48,2026-02-25 14:50,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-36.41,-71.368,2026-02-25,1748,G19FRP,GOES,63.0,"90,90",D,2026-02-25 17:48,America/Santiago,2026-02-25 14:48,"43,52",48,2026-02-25 14:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.057,-71.271,2026-02-25,1748,G19FRP,GOES,74.0,"91,20",D,2026-02-25 17:48,America/Santiago,2026-02-25 14:48,"43,52",48,2026-02-25 14:50,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-35.131,-71.71,2026-02-25,1748,G19FRP,GOES,100.0,"218,40",D,2026-02-25 17:48,America/Santiago,2026-02-25 14:48,"43,52",48,2026-02-25 14:50,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-35.140602,-71.723907,2026-02-25,1750,G19,GOES,30.0,"116,02",D,2026-02-25 17:50,America/Santiago,2026-02-25 14:50,"43,49",48,2026-02-25 14:50,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-36.067318,-71.26252,2026-02-25,1750,G19,GOES,30.0,"51,99",D,2026-02-25 17:50,America/Santiago,2026-02-25 14:50,"43,49",48,2026-02-25 14:50,117.0,7401.0,9.0,Maule,Linares,Linares,MAULE,07 Maule
-35.140625,-71.701042,2026-02-25,1750,G19,GOES,30.0,"220,57",D,2026-02-25 17:50,America/Santiago,2026-02-25 14:50,"43,49",48,2026-02-25 14:50,265.0,7103.0,9.0,Maule,Talca,Curepto,MAULE,07 Maule
-36.420326,-71.382851,2026-02-25,1750,G19,GOES,30.0,"172,64",D,2026-02-25 17:50,America/Santiago,2026-02-25 14:50,"43,49",48,2026-02-25 14:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.42017,-71.406174,2026-02-25,1750,G19,GOES,30.0,"121,48",D,2026-02-25 17:50,America/Santiago,2026-02-25 14:50,"43,49",48,2026-02-25 14:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
-36.420444,-71.359543,2026-02-25,1750,G19,GOES,30.0,"98,47",D,2026-02-25 17:50,America/Santiago,2026-02-25 14:50,"43,49",48,2026-02-25 14:50,114.0,7404.0,9.0,Maule,Linares,Parral,MAULE,07 Maule
